ID_Intervention,Date,ID_Machine,Type_Panne,Duree_Arret_h,Technicien,Pieces_Changees
INT-01105,2024-08-23,CVY-003,Défaut Capteur,6.75,Isabelle Garcia,Courroie HTD 800-8M
INT-01106,2024-02-15,PMP-001,Panne Mécanique,0.50,Julie Moreau,Fusible 10A
INT-01107,2024-04-28,CMP-008,Défaut Lubrification,3.50,Sophie Bernard,"Graisse lithium NLGI 2, Roulement SKF 6205"
INT-01108,2024-01-13,MOT-005,,31.25,Nicolas Michel,Disjoncteur C16
INT-01109,2024-04-04,CNC-007,Défaut Lubrification,28.00,S.Bernard,"Graisse lithium NLGI 2, Fusible 10A"
INT-01110,2024-04-20,MOT-005,Usure Normale,42.25,Alexandre Petit,"Fusible 10A, Capteur inductif M12, Câble 3G2.5"
INT-01111,2024-06-02,CVY-005,Vibration Anormale,18.50,Isabelle Garcia,"Contacteur LC1D09, Filtre hydraulique HF35"
INT-01112,2024-07-25,PMP-006,Défaut Lubrification,12.25,Sophie Bernard,Relais temporisé
INT-01113,2024-01-10,CNC-003,Défaut Capteur,44.75,Julie Moreau,Câble 3G2.5
INT-01114,2024-10-25,CVY-002,Panne Mécanique,0.75,Martin Dupont,Disjoncteur C16
INT-01115,2024-01-23,CMP-004,panne pneumatique,39.25,Thomas Laurent,Joint torique NBR 40x3
INT-01116,2024-04-10,CVY-004,PANNE HYDRAULIQUE,15.25,Céline Lefebvre,Roulement SKF 6205
INT-01117,2024-06-07,MOT-005,Panne Mécanique,14.00,Nicolas Michel,N/A
INT-01118,2024-11-15,MOT-001,Panne Mécanique,38.50,Céline Lefebvre,Huile ISO VG 68
INT-01119,2024-06-22,CMP-004,Défaut Lubrification,35 heures 15 min,Marie Simon,Vérin pneumatique ISO 6432
INT-01120,2024-02-19,CMP-003,Panne Électrique,12.75,Céline Lefebvre,Huile ISO VG 68
INT-01121,2024-11-04,MOT-003,Fuite,3.25,Martin Dupont,Joint torique NBR 40x3
INT-01122,2024-06-15,PMP-010,Vibrations Anormales,15.50,Thomas Laurent,
INT-01123,2024-06-06,PMP-005,Défaut Lubrification,33.00,Sophie Bernard,"Contacteur LC1D09, Variateur ATV320"
INT-01124,2024-03-12,CNC-004,Fuite,33.25,Alexandre Petit,"Fusible 10A, Capteur inductif M12"
INT-01125,2024-11-11,CMP-002,Surchauffe,41.00,Julie Moreau,Fusible 10A
INT-01126,2024-02-25,MOT-006,Fuite,3.0.00,Martin Dupont,Capteur inductif M12
INT-01127,2024-11-25,CNC-003,Panne Mécanique,15.25,Martin Dupont,Huile ISO VG 68
INT-01128,2024-09-18,PMP-007,Surchauffe,41:00,Alexandre Petit,Fusible 10A
INT-01129,2024-04-23,CNC-001,Défaut Capteur,18.75,Alexandre Petit,"Câble 3G2.5, Huile ISO VG 68"
INT-01130,2024-07-01,CVY-002,Panne Hydraulique,39.25,N.Michel,Filtre hydraulique HF35
INT-01131,2024-12-02,CNC-009,Défaut Lubrification,3.75,Martin Dupont,Contacteur LC1D09
INT-01132,2024-09-09,CNC-002,Usure Normale,22.50,Martin Dupont,Courroie HTD 800-8M | Disjoncteur C16
INT-01133,2024-04-09,CMP-003,Fuite,13.75,Alexandre Petit,N/A
INT-01134,2024-10-25,CVY-001,Défaut Capteur,26.25,Alexandre Petit,Vérin pneumatique ISO 6432
INT-01135,2024-12-09,CNC-008,Surchauffe,34.00,Marie Simon,
INT-01136,2024-09-17,CMP-005,Panne Hydraulique,12.00,M. Dupont,Courroie HTD 800-8M
INT-01137,2024-05-02,PMP-007,Vibrations Anormales,30.75,Julie Moreau,"Disjoncteur C16, Fusible 10A"
INT-01138,2024-03-27,CNC-006,Panne Hydraulique,33.75,Alexandre Petit,Aucune
INT-01139,2024-11-05,CMP-010,Panne Hydraulique,8.75,Alexandre Petit,
INT-01140,2024-12-09,CVY-008,Surchauffe,4.75,Marie Simon,Graisse lithium NLGI 2
INT-01141,2024-08-08,MOT-008,Panne Mécanique,33.75,Pierre Rodriguez,"Disjoncteur C16, Variateur ATV320"
INT-01142,2024-09-26,MOT-010,Défaut Lubrification,42.00,Martin Dupont,"Disjoncteur C16, Electrovanne 5/2"
INT-01143,2024-10-21,PMP-007,Surchauffe,28.25,Marie Simon,Contacteur LC1D09
INT-01144,2024-12-30,MOT-006,Panne Pneumatique,22.00,Céline Lefebvre,Roulement SKF 6205
INT-01145,2024-05-10,CMP-009,Fuite,1.25,Nicolas Michel,"Roulement SKF 6205, Huile ISO VG 68"
INT-01146,2024-06-09,CMP-001,Panne Pneumatique,18.25,Sophie Bernard,Câble 3G2.5
INT-01147,2024-02-19,CMP-005,Vibration Anormale,26.25,Julie Moreau,"Contacteur LC1D09, Roulement SKF 6205"
INT-01148,2024-03-24,MOT-006,Panne Pneumatique,45.75,Céline Lefebvre,"Capteur inductif M12, Fusible 10A, Graisse lithium NLGI 2"
INT-01149,2024-02-12,CVY-002,Panne Électrique,30.50,Alexandre Petit,-
INT-01150,2024-06-12,CMP-005,Usure Normale,24.50,Céline Lefebvre,"Graisse lithium NLGI 2, Contacteur LC1D09, Huile ISO VG 68"
INT-01151,2024-04-12,PMP-009,Défaut Lubrification,42.50,Céline Lefebvre,"Relais temporisé, Filtre hydraulique HF35"
INT-01152,2024-11-09,PMP-006,Usure Normale,33.50,Sophie Bernard,"Disjoncteur C16, Câble 3G2.5"
INT-01153,2024-12-07,MOT-007,Vibrations Anormales,16.00,Alexandre Petit,Fusible 10A | Relais temporisé
INT-01154,2024-05-29,PMP-002,Surchauffe,2.25,Marie Simon,"Huile ISO VG 68, Courroie HTD 800-8M"
INT-01155,2024-05-04,CVY-006,Vibrations Anormales,8.0.25,Céline Lefebvre,Graisse lithium NLGI 2
INT-01156,2024-02-21,CMP-003,Panne Mécanique,19.50,Nicolas Michel,Capteur inductif M12
INT-01157,14.02.2024,PMP-007,Usure Normale,42h00,Céline Lefebvre,"Huile ISO VG 68, Relais temporisé"
INT-01158,2024-09-15,CNC-004,Défaut Lubrification,26.00,Thomas Laurent,"Joint torique NBR 40x3, Graisse lithium NLGI 2, Courroie HTD 800-8M"
INT-01159,2024-05-21,CMP-009,Surchauffe,4.00,Marie Simon,"Filtre hydraulique HF35, Câble 3G2.5, Roulement SKF 6205"
INT-01160,2024-01-17,CMP-006,Fuite,26.50,RODRIGUEZ,
INT-01161,2024-08-31,MOT-003,Surchauffe,23.75,Pierre Rodriguez,"Variateur ATV320, Roulement SKF 6205"
INT-01162,2024-03-02,CVY-010,Fuite,12.25,Marie Simon,Contacteur LC1D09
INT-01163,2024-11-27,PMP-004,Défaut capteur,2.00,Nicolas Michel,Variateur ATV320
INT-01164,2024-12-23,CMP-001,Panne Électrique,17.50,S.Bernard,"Vérin pneumatique ISO 6432, Huile ISO VG 68"
INT-01165,2024-10-27,CMP-008,Panne Pneumatique,3.00,T.Laurent,"Vérin pneumatique ISO 6432, Courroie HTD 800-8M, Filtre hydraulique HF35"
INT-01166,2024-01-09,CNC-008,Panne Mécanique,19.00,Marie Simon,Electrovanne 5/2
INT-01167,2024-07-12,CMP-008,Panne Pneumatique,25.00,Marie Simon,Joint torique NBR 40x3
INT-01168,2024-09-27,MOT-001,Usure Normale,18.25,Céline Lefebvre,Aucune
INT-01169,2024-01-27,PMP-010,Panne Mécanique,33.25,T.Laurent,"Disjoncteur C16, Roulement SKF 6205, Contacteur LC1D09"
INT-01170,2024-09-05,CNC-009,Panne Hydraulique,15.50,Céline Lefebvre,"Fusible 10A, Joint torique NBR 40x3, Capteur inductif M12"
INT-01171,2024-03-11,CMP-008,Usure Normale,8.2,Nicolas Michel,Filtre hydraulique HF35
INT-01172,2024-06-30,CNC-008,,0.8,Nicolas Michel,
INT-01173,2024-11-18,CVY-006,Défaut Capteur,3.75,Sophie Bernard,"Electrovanne 5/2, Courroie HTD 800-8M"
INT-01174,2024-02-23,CMP-007,Vibrations Anormales,21.50,I. Garcia,
INT-01175,2024-11-24,CMP-004,Panne Electrique,33.50,A. PETIT,"Roulement SKF 6205, Relais temporisé"
INT-01176,2024-04-13,CVY-008,Panne Pneumatique,4.75,Thomas Laurent,Joint torique NBR 40x3
INT-01177,2024-05-24,MOT-009,Panne Électrique,23.00,Julie Moreau,"Filtre hydraulique HF35, Relais temporisé"
INT-01178,2024-07-05,CMP-004,Vibrations Anormales,38.75,Isabelle Garcia,"Câble 3G2.5, Variateur ATV320"
INT-01179,2024-03-25,CNC-007,Panne Pneumatique,44.75,Céline Lefebvre,"Relais temporisé, Graisse lithium NLGI 2, Contacteur LC1D09"
INT-01180,2024-06-03,MOT-007,Panne Mécanique,18.50,Marie Simon,"Fusible 10A, Huile ISO VG 68"
INT-01181,2024-02-15,CVY-007,Défaut Lubrification,47.25,Marie Simon,
INT-01182,2024-10-11,CMP-009,Fuite,45:45,Martin Dupont,Graisse lithium NLGI 2
INT-01183,2024-11-20,MOT-001,Vibrations Anormales,8.50,Julie Moreau,Roulement SKF 6205
INT-01184,2024-04-27,PMP-005,Usure Normale,17.25,Sophie Bernard,Variateur ATV320
INT-01185,2024-04-01,CMP-007,Vibrations Anormales,12.25,Nicolas Michel,"Electrovanne 5/2, Capteur inductif M12"
INT-01186,2024-12-23,PMP-004,Défaut Lubrification,38.00,Sophie Bernard,"Fusible 10A, Filtre hydraulique HF35, Courroie HTD 800-8M"
INT-01187,2024-10-01,CVY-004,Vibrations Anormales,15.25,Alexandre Petit,"Graisse lithium NLGI 2, Disjoncteur C16"
INT-01188,2024-11-22,MOT-005,Def. Lubrification,30.50,Pierre Rodriguez,"Graisse lithium NLGI 2, Electrovanne 5/2, Disjoncteur C16"
INT-01189,2024-04-11,PMP-002,Vibrations Anormales,16.00,Sophie Bernard,Courroie HTD 800-8M
INT-01190,2024-10-31,MOT-005,Panne Mécanique,28.50,Pierre Rodriguez,"Filtre hydraulique HF35, Graisse lithium NLGI 2, Roulement SKF 6205"
INT-01191,2024-02-17,CMP-004,Usure Normale,21.25,Martin Dupont,"Variateur ATV320, Contacteur LC1D09, Fusible 10A"
INT-01192,2024-05-31,CMP-009,Panne Hydraulique,46h30,N.Michel,"Graisse lithium NLGI 2, Joint torique NBR 40x3"
INT-01193,2024-01-29,CMP-008,Vibrations Anormales,46.50,Martin Dupont,"Relais temporisé, Variateur ATV320"
INT-01194,2024-06-07,CVY-009,Panne Mécanique,47.25,Martin Dupont,Courroie HTD 800-8M
INT-01195,2024-06-14,CVY-002,Panne Mécanique,43.75,Marie Simon,Variateur ATV320
INT-01196,2024-09-10,CVY-004,Défaut Lubrification,9.25,Céline Lefebvre,Disjoncteur C16
INT-01197,2024-10-03,PMP-007,,30.75,Marie Simon,"Variateur ATV320, Huile ISO VG 68"
INT-01198,2024-01-17,CVY-003,Panne Électrique,19.75,Marie Simon,Contacteur LC1D09
INT-01199,2024-07-17,PMP-008,Panne Électrique,33.50,Isabelle Garcia,Capteur inductif M12
INT-01200,2024-08-16,CVY-006,Fuite,6.75,Marie Simon,Capteur inductif M12
INT-01201,23.11.2024,CMP-005,Usure Normale,40.75,Alexandre Petit,"Huile ISO VG 68, Vérin pneumatique ISO 6432"
INT-01202,2024-04-12,PMP-004,Panne Electrique,46.00,Alexandre Petit,Câble 3G2.5
INT-01203,2024-01-23,PMP-005,Panne Mécanique,19.00,Alexandre Petit,Filtre hydraulique HF35
INT-01204,2024-05-18,MOT-006,Surchauffe,17.50,Sophie Bernard,
INT-01205,2024-12-11,CNC-009,Panne Hydraulique,16.25,Céline Lefebvre,Contacteur LC1D09
INT-01206,2024-10-05,CMP-001,Surchauffe,15.75,Pierre Rodriguez,"Relais temporisé, Electrovanne 5/2, Courroie HTD 800-8M"
INT-01207,2024-06-16,CVY-004,Surchauffe,2.75,Alexandre Petit,Capteur inductif M12
INT-01208,2024-04-28,CNC-002,Panne Electrique,0 heures 30 min,Pierre Rodriguez,Relais temporisé
INT-01209,2024-03-15,CMP-009,Panne Électrique,40.75,Pierre Rodriguez,Aucune
INT-01210,2024-05-18,MOT-010,Surchauffe,23h00,Thomas Laurent,"Electrovanne 5/2, Roulement SKF 6205"
INT-01211,2024-06-03,MOT-002,Défaut Lubrification,33.75,Martin Dupont,
INT-01212,2024-06-25,PMP-004,Panne Mécanique,34.75,julie moreau,Capteur inductif M12
INT-01213,2024-12-23,PMP-006,Surchauffe,15.50,Alexandre Petit,-
INT-01214,2024-05-06,CNC-003,Panne Pneumatique,36.00,Thomas Laurent,"Roulement SKF 6205, Capteur inductif M12"
INT-01215,2024-02-22,MOT-006,Panne Hydraulique,9.00,Isabelle Garcia,Electrovanne 5/2
INT-01216,2024-10-01,CNC-010,Vibrations Anormales,48.25,Thomas Laurent,Graisse lithium NLGI 2
INT-01217,2024-06-19,CNC-005,Panne Électrique,35.75,Julie Moreau,Vérin pneumatique ISO 6432
INT-01218,2024-03-04,PMP-007,Fuite,43.75,Marie Simon,"Huile ISO VG 68, Fusible 10A"
INT-01219,2024-10-23,CVY-005,PANNE HYDRAULIQUE,7.0,A. PETIT,"Câble 3G2.5, Roulement SKF 6205, Courroie HTD 800-8M"
INT-01220,2024-01-21,PMP-003,Panne Pneumatique,38.00,Marie Simon,Vérin pneumatique ISO 6432
INT-01221,2024-07-11,PMP-010,Fuite,46.00,Céline Lefebvre,Joint torique NBR 40x3
INT-01222,2024-05-04,CMP-010,Panne Électrique,8.75,Sophie Bernard,Variateur ATV320
INT-01223,2024-03-25,CNC-008,Fuite,7.50,Julie Moreau,N/A
INT-01224,2024-05-14,MOT-006,Fuite,23.25,Nicolas Michel,Disjoncteur C16
INT-01225,2024-05-14,PMP-001,Fuite,28.50,Alexandre Petit,Filtre hydraulique HF35
INT-01226,2024-12-06,CMP-005,surchauffe,31.25,Isabelle Garcia,"Capteur inductif M12, Variateur ATV320"
INT-01227,17.11.2024,MOT-003,surchauffe,47.50,Alexandre Petit,"Huile ISO VG 68, Courroie HTD 800-8M"
INT-01228,2024-09-22,CMP-008,,47.25,Sophie Bernard,Disjoncteur C16
INT-01229,2024-06-27,MOT-009,Panne Électrique,33.00,Isabelle Garcia,"Electrovanne 5/2, Courroie HTD 800-8M"
INT-01230,2024-05-01,MOT-008,Panne Hydraulique,47.00,Alexandre Petit,Câble 3G2.5
INT-01231,2024-11-27,MOT-006,Panne Pneumatique,29.00,Alexandre Petit,Electrovanne 5/2
INT-01232,2024-12-19,CMP-006,Fuite,13.25,Thomas Laurent,"Contacteur LC1D09, Capteur inductif M12"
INT-01233,2024-01-26,CVY-006,Usure normale,28.00,Isabelle Garcia,Contacteur LC1D09
INT-01234,2024-09-18,PMP-003,Panne Électrique,6.25,Nicolas Michel,"Courroie HTD 800-8M, Joint torique NBR 40x3"
INT-01235,2024-01-13,CVY-003,Défaut Capteur,3h15,Martin Dupont,"Courroie HTD 800-8M, Capteur inductif M12"
INT-01236,2024-09-19,PMP-001,Défaut Lubrification,14.50,Julie Moreau,Capteur inductif M12
INT-01237,2024-07-13,PMP-010,Panne Mécanique,37.00,Martin Dupont,Variateur ATV320
INT-01238,2024-08-07,PMP-001,Fuite,19.75,Alexandre Petit,"Filtre hydraulique HF35, Joint torique NBR 40x3"
INT-01239,2024-10-27,CVY-009,Panne Électrique,11.25,Thomas Laurent,"Variateur ATV320, Fusible 10A, Câble 3G2.5"
INT-01240,2024-07-19,CVY-006,Panne Électrique,40.25,Pierre Rodriguez,
INT-01241,2024-08-01,PMP-010,Défaut Capteur,22.00,Alexandre Petit,"Huile ISO VG 68, Roulement SKF 6205"
INT-01242,2024-09-27,CMP-009,panne pneumatique,12.00,Martin Dupont,-
INT-01243,2024-10-10,PMP-008,Panne Pneumatique,5.75,Marie Simon,Aucune
INT-01244,2024-05-06,CVY-006,Défaut Lubrification,15.8,Thomas Laurent,Courroie HTD 800-8M
INT-01245,2024-09-25,CMP-005,Panne Hydraulique,45.75,Céline Lefebvre,Vérin pneumatique ISO 6432
INT-01246,2024-02-02,PMP-004,Panne Électrique,30.25,Thomas Laurent,Capteur inductif M12
INT-01247,2024-11-19,MOT-007,Usure Normale,32.50,S.Bernard,Relais temporisé
INT-01248,2024-04-16,CNC-007,Panne Électrique,23.50,julie moreau,Contacteur LC1D09
INT-01249,2024-05-22,CNC-007,Panne Électrique,39.75,Nicolas Michel,
INT-01250,2024-03-11,CVY-008,Surchauffe,22.00,N.Michel,Filtre hydraulique HF35
INT-01251,2024-01-06,CNC-007,Panne Électrique,31:00,Alexandre Petit,Huile ISO VG 68
INT-01252,2024-04-04,PMP-005,Surchauffe,21.50,Sophie Bernard,
INT-01253,2024-02-23,CNC-004,PANNE HYDRAULIQUE,22.25,Julie Moreau,Variateur ATV320
INT-01254,2024-05-27,CVY-004,Panne Mécanique,38.50,Isabelle Garcia,"Vérin pneumatique ISO 6432, Câble 3G2.5"
INT-01255,2024-03-02,MOT-010,Usure Normale,34.00,I. Garcia,Fusible 10A
INT-01256,2024-01-12,CNC-002,Panne Pneumatique,36.75,I. Garcia,Aucune
INT-01257,2024-02-23,CNC-008,Défaut Capteur,46.00,Martin Dupont,Vérin pneumatique ISO 6432
INT-01258,2024-12-19,PMP-004,Surchauffe,45.25,Céline Lefebvre,Variateur ATV320
INT-01259,2024-12-10,CMP-007,Défaut Capteur,2.25,Martin Dupont,
INT-01260,2024-05-10,CVY-008,Panne Électrique,38.25,Martin Dupont,Aucune
INT-01261,2024-05-05,CMP-003,Défaut Capteur,36.75,Celine Lefebvre,Huile ISO VG 68
INT-01262,2024-06-01,MOT-010,Panne Électrique,18.00,Celine Lefebvre,Graisse lithium NLGI 2
INT-01263,2024-02-24,CVY-004,Panne Pneumatique,34.50,Julie Moreau,Fusible 10A - Filtre hydraulique HF35 - Câble 3G2.5
INT-01264,2024-04-02,MOT-005,Fuite,36 heures 0 min,Julie Moreau,-
INT-01265,2024-03-03,CNC-003,Défaut Capteur,38.25,Marie Simon,Câble 3G2.5
INT-01266,2024-01-26,MOT-006,Vibrations Anormales,18.25,Alexandre Petit,Fusible 10A
INT-01267,2024-02-18,MOT-009,Panne Hydraulique,47.25,T.Laurent,"Capteur inductif M12, Variateur ATV320, Câble 3G2.5"
INT-01268,2024-02-27,CVY-004,Défaut Lubrification,30.25,Céline Lefebvre,Aucune
INT-01269,2024-07-08,PMP-003,Panne Hydraulique,27.00,Alexandre Petit,
INT-01270,30.01.2024,MOT-008,Panne Hydraulique,31.00,Nicolas Michel,"Disjoncteur C16, Electrovanne 5/2"
INT-01271,2024-04-21,CVY-010,Panne Pneumatique,45.00,Marie Simon,"Roulement SKF 6205, Contacteur LC1D09"
INT-01272,2024-09-13,MOT-008,Usure Normale,4.25,Sophie Bernard,Variateur ATV320
INT-01273,2024-06-23,CVY-004,Panne Pneumatique,2.00,Isabelle Garcia,Huile ISO VG 68
INT-01274,2024-09-16,CMP-005,Panne Électrique,43.75,Marie Simon,-
INT-01275,2024-07-24,CNC-003,Panne Électrique,2.00,Céline Lefebvre,Relais temporisé
INT-01276,2024-05-15,CNC-005,Panne Mecanique,46.25,Marie Simon,Disjoncteur C16
INT-01277,2024-07-20,CNC-005,Défaut Lubrification,9.50,Thomas Laurent,"Contacteur LC1D09, Roulement SKF 6205, Fusible 10A"
INT-01278,2024-10-10,CMP-001,Fuite,24.75,Alexandre Petit,Contacteur LC1D09
INT-01279,2024-05-21,CMP-002,Défaut Lubrification,27.75,Marie Simon,Disjoncteur C16
INT-01280,2024-11-08,PMP-003,Panne Électrique,47.50,Alexandre Petit,"Filtre hydraulique HF35, Relais temporisé"
INT-01281,2024-09-08,CVY-007,Usure Normale,31.75,Isabelle Garcia,Capteur inductif M12
INT-01282,2024-10-16,CVY-009,Surchauffe,6.50,Nicolas Michel,"Huile ISO VG 68, Roulement SKF 6205, Filtre hydraulique HF35"
INT-01283,2024-10-13,CVY-008,Usure Normale,21.75,Martin Dupont,"Disjoncteur C16, Relais temporisé"
INT-01284,2024-03-26,PMP-002,Panne Pneumatique,2.50,Céline Lefebvre,"Capteur inductif M12, Fusible 10A"
INT-01285,2024-08-04,MOT-007,Usure Normale,15.50,N.Michel,Filtre hydraulique HF35
INT-01286,2024-01-14,CVY-008,Surchauffe,11.25,M. Dupont,
INT-01287,2024-11-23,PMP-006,Fuite,23.00,Marie Simon,"Roulement SKF 6205, Courroie HTD 800-8M"
INT-01288,2024-06-04,PMP-001,Usure Normale,22.25,Thomas Laurent,Vérin pneumatique ISO 6432
INT-01289,2024-10-22,CMP-005,Panne Hydraulique,35 heures 0 min,Sophie Bernard,Roulement SKF 6205
INT-01290,2024-05-10,MOT-008,Défaut Lubrification,15.00,Céline Lefebvre,Fusible 10A
INT-01291,2024-10-16,PMP-002,Fuites,5.75,Isabelle Garcia,Joint torique NBR 40x3
INT-01292,2024-03-30,CMP-002,Surchauffe,34.25,Julie Moreau,"Fusible 10A, Roulement SKF 6205, Joint torique NBR 40x3"
INT-01293,2024-01-21,CNC-004,Défaut Lubrification,38.50,Alexandre Petit,Relais temporisé
INT-01294,2024-04-04,PMP-002,Surchauffe,1.50,Marie Simon,Roulement SKF 6205
INT-01295,2024-08-05,MOT-009,Défaut Lubrification,10.50,Nicolas Michel,"Variateur ATV320, Graisse lithium NLGI 2, Filtre hydraulique HF35"
INT-01296,2024-09-26,CMP-003,Surchauffe,6.75,Pierre Rodriguez,
INT-01297,2024-11-11,CMP-001,Vibrations Anormales,31.00,Thomas Laurent,"Variateur ATV320, Joint torique NBR 40x3"
INT-01298,2024-08-14,MOT-007,Usure Normale,32.50,Sophie Bernard,"Vérin pneumatique ISO 6432, Electrovanne 5/2"
INT-01299,2024-08-19,CVY-002,Surchauffe,23.75,Marie Simon,"Variateur ATV320, Disjoncteur C16"
INT-01300,2024-04-22,CVY-008,Panne Pneumatique,26.75,Julie Moreau,Electrovanne 5/2
INT-01301,2024-04-29,PMP-009,Usure Normale,12.50,Martin Dupont,"Vérin pneumatique ISO 6432, Câble 3G2.5"
INT-01302,2024-04-17,CVY-010,Panne Électrique,14.25,Sophie Bernard,"Courroie HTD 800-8M, Contacteur LC1D09"
INT-01303,2024-12-27,PMP-006,Surchauffe,26.50,A. PETIT,"Joint torique NBR 40x3, Filtre hydraulique HF35"
INT-01304,2024-01-08,MOT-005,Panne Hydraulique,6.75,Thomas Laurent,Vérin pneumatique ISO 6432
INT-01305,2024-10-18,CMP-010,Vibrations Anormales,18.50,Marie Simon,Fusible 10A
INT-01306,2024-02-16,CVY-008,Défaut Capteur,46.25,Nicolas Michel,Roulement SKF 6205
INT-01307,2024-04-12,CMP-006,Panne Electrique,25.50,I. Garcia,Roulement SKF 6205
INT-01308,2024-07-16,CVY-009,Défaut Lubrification,30.75,Nicolas Michel,
INT-01309,2024-05-12,MOT-003,Def. Lubrification,9h30,Céline Lefebvre,"Courroie HTD 800-8M, Roulement SKF 6205"
INT-01310,2024-08-02,CNC-010,Panne Pneumatique,5.25,Isabelle Garcia,Roulement SKF 6205
INT-01311,2024-03-18,MOT-002,Défaut Lubrification,8.25,Marie Simon,Filtre hydraulique HF35
INT-01312,2024-03-16,PMP-004,Défaut Lubrification,9.25,Marie Simon,Graisse lithium NLGI 2
INT-01313,2024-05-31,PMP-003,Vibrations Anormales,26.50,Pierre Rodriguez,Câble 3G2.5
INT-01314,2024-10-27,CMP-003,Panne Pneumatique,42.75,Julie Moreau,Aucune
INT-01315,14.06.2024,CNC-004,Panne Pneumatique,8.75,Martin Dupont,
INT-01316,2024-05-24,PMP-003,Vibrations Anormales,44.75,Marie Simon,-
INT-01317,2024-02-16,CMP-006,Fuite,15.75,RODRIGUEZ,Joint torique NBR 40x3
INT-01318,2024-10-15,MOT-003,Panne Électrique,1.0.75,julie moreau,Fusible 10A
INT-01319,2024-06-24,CMP-004,Défaut capteur,33.50,M. Dupont,
INT-01320,2024-10-15,CMP-005,Défaut capteur,28.25,Sophie Bernard,"Relais temporisé, Courroie HTD 800-8M"
INT-01321,2024-10-29,PMP-008,Usure Normale,12.00,Marie Simon,Joint torique NBR 40x3
INT-01322,2024-03-24,CNC-008,surchauffe,39.50,T.Laurent,Fusible 10A
INT-01323,2024-07-21,CNC-006,Défaut Capteur,13.75,Pierre Rodriguez,"Relais temporisé, Disjoncteur C16"
INT-01324,2024-11-06,CNC-002,Fuite,35.25,N.Michel,Graisse lithium NLGI 2
INT-01325,2024-11-29,CMP-003,Fuite,45.00,Isabelle Garcia,"Courroie HTD 800-8M, Disjoncteur C16"
INT-01326,2024-06-06,CMP-010,Surchauffe,38.50,Pierre Rodriguez,Câble 3G2.5
INT-01327,2024-10-05,CMP-002,Panne Mecanique,9.75,Martin Dupont,Huile ISO VG 68
INT-01328,2024-05-02,MOT-009,Surchauffe,22.75,Julie Moreau,"Roulement SKF 6205, Filtre hydraulique HF35"
INT-01329,2024-01-01,CVY-009,Surchauffe,32.25,Céline Lefebvre,
INT-01330,2024-11-06,PMP-007,Panne Hydraulique,14.0.75,Pierre Rodriguez,
INT-01331,2024-07-17,PMP-001,Fuite,24.50,Martin Dupont,Câble 3G2.5
INT-01332,2024-10-22,CNC-007,Panne Mecanique,37.25,Marie Simon,"Filtre hydraulique HF35, Câble 3G2.5"
INT-01333,2024-09-05,CMP-007,PANNE HYDRAULIQUE,32.75,Sophie Bernard,Variateur ATV320
INT-01334,2024-04-07,CMP-001,Vibrations Anormales,25.00,Martin Dupont,Fusible 10A
INT-01335,31/01/2024,MOT-005,Panne Électrique,19.00,Isabelle Garcia,
INT-01336,2024-10-08,CVY-010,,1.00,Martin Dupont,Variateur ATV320
INT-01337,2024-12-03,CVY-005,Fuite,37.75,Isabelle Garcia,"Capteur inductif M12, Disjoncteur C16, Relais temporisé"
INT-01338,2024-12-01,CNC-002,Vibrations Anormales,30.25,Céline Lefebvre,Variateur ATV320
INT-01339,2024-08-13,CMP-005,Fuite,40.75,Nicolas Michel,"Joint torique NBR 40x3, Filtre hydraulique HF35"
INT-01340,2024-08-22,MOT-005,Vibrations Anormales,34.75,Sophie Bernard,"Variateur ATV320, Graisse lithium NLGI 2, Capteur inductif M12"
INT-01341,2024-01-17,MOT-002,Panne Hydraulique,19.00,Martin Dupont,Aucune
INT-01342,2024-09-05,CVY-007,Défaut Lubrification,12.25,Marie Simon,Electrovanne 5/2
INT-01343,2024-07-19,CNC-004,Fuite,19.25,Pierre Rodriguez,-
INT-01344,2024-11-13,CVY-006,Surchauffe,12 heures 15 min,Marie SIMON,Filtre hydraulique HF35
INT-01345,2024-10-09,PMP-009,Panne Pneumatique,6.00,Marie Simon,Roulement SKF 6205
INT-01346,2024-02-25,PMP-008,Surchauffe,38.00,Marie Simon,"Graisse lithium NLGI 2, Roulement SKF 6205, Câble 3G2.5"
INT-01347,2024-10-25,CNC-010,Panne Électrique,20.75,Céline Lefebvre,Capteur inductif M12
INT-01348,2024-12-01,CNC-003,Fuite,40.50,A. PETIT,Joint torique NBR 40x3
INT-01349,2024-12-27,CMP-007,Usure Normale,13.25,Alexandre Petit,"Filtre hydraulique HF35, Capteur inductif M12"
INT-01350,2024-11-24,PMP-001,Défaut Capteur,6.5,Isabelle Garcia,Fusible 10A | Electrovanne 5/2
INT-01351,2024-03-09,CVY-003,Panne Mécanique,4.5,M. Dupont,Variateur ATV320
INT-01352,2024-01-13,CMP-009,Panne Hydraulique,45.50,Thomas Laurent,Fusible 10A
INT-01353,2024-01-03,CMP-009,Défaut Lubrification,25.25,M. Dupont,"Disjoncteur C16, Roulement SKF 6205"
INT-01354,2024-07-06,MOT-003,Défaut Lubrification,45.75,T.Laurent,"Electrovanne 5/2, Huile ISO VG 68"
INT-01355,2024-05-28,CMP-008,Usure Normale,8.00,S.Bernard,"Roulement SKF 6205, Capteur inductif M12"
INT-01356,2024-12-25,CMP-004,Panne Mécanique,19.00,S.Bernard,"Relais temporisé, Fusible 10A"
